huc8,source_author,source_gage,source_sensor,wy_type,wy_mo,cy_mo,stat,af,cfs
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,6,3,count,21,21
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,7,4,count,21,21
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,8,5,count,21,21
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,9,6,count,21,21
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,10,7,count,21,21
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,11,8,count,21,21
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,12,9,count,21,21
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,1,10,median,425000,6863.172043
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,2,11,median,600000,9915.277778
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,3,12,median,1001000,16023.04688
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,4,1,median,967000,15597.65625
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,5,2,median,1677000,30195.98214
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,6,3,median,2336000,36804.16667
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,7,4,median,1787000,30031.52778
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,8,5,median,1654000,26720.83333
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,9,6,median,853000,14335.13889
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,10,7,median,439000,7139.650538
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,11,8,median,371000,6001.209677
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,12,9,median,348000,5831.527778
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,1,10,p10,331000,5250.651882
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,2,11,p10,400600,6732.305555
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,3,12,p10,551000,8961.155914
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,4,1,p10,597000,9709.274192
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,5,2,p10,950600,17116.45833
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,6,3,p10,1258000,20459.4086
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,7,4,p10,1378800,23171.5
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,8,5,p10,918200,14933.0914
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,9,6,p10,504200,8473.361111
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,10,7,p10,402800,6550.913978
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,11,8,p10,331000,5380.251176
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,12,9,p10,320000,5377.777778
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,1,10,p90,598400,9641.882561
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,2,11,p90,1639600,27404.54839
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,3,12,p90,3110800,50592.31183
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,4,1,p90,1920200,31041.92792
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,5,2,p90,3807400,67671.58456
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,6,3,p90,3962800,64448.76344
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,7,4,p90,3190800,53623.16667
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,8,5,p90,2656600,42107.26815
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,9,6,p90,1169400,19533.69355
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,10,7,p90,562600,9130.295699
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,11,8,p90,403000,6554.166667
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,D,12,9,p90,429000,7209.583333
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,1,10,mean,476176.4706,7721.935533
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,2,11,mean,679588.2353,11374.77809
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,3,12,mean,1272000,20628.35107
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,4,1,mean,1967117.647,31611.31577
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,5,2,mean,2710470.588,48134.7683
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,6,3,mean,2519705.882,40468.31391
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,7,4,mean,2937411.765,48816.85431
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,8,5,mean,2292117.647,36908.38423
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,9,6,mean,1211705.882,20141.02783
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,10,7,mean,567176.4706,9122.385209
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,11,8,mean,412470.5882,6630.849986
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,12,9,mean,385411.7647,6401.354101
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,1,10,stdev,109825.5636,1808.223638
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,2,11,stdev,309791.474,5167.251427
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,3,12,stdev,1268659.43,20631.57745
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,4,1,stdev,856195.7926,13688.32297
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,5,2,stdev,1527179.431,26729.44296
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,6,3,stdev,594997.5593,9285.528766
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,7,4,stdev,997177.2698,16648.26301
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,8,5,stdev,675577.7974,10996.07168
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,9,6,stdev,504301.7158,8388.386108
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,10,7,stdev,84038.11285,1359.027278
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,11,8,stdev,41903.33765,640.3458292
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,12,9,stdev,43014.6179,704.1842412
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,1,10,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,2,11,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,3,12,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,4,1,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,5,2,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,6,3,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,7,4,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,8,5,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,9,6,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,10,7,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,11,8,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,12,9,count,17,17
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,1,10,median,448000,7286.021505
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,2,11,median,583000,9797.638889
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,3,12,median,790000,12848.11828
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,4,1,median,2094000,32991.40625
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,5,2,median,2281000,41071.57738
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,6,3,median,2511000,40837.5
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,7,4,median,2984000,48855.37634
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,8,5,median,2237000,35244.40104
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,9,6,median,1221000,20519.58333
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,10,7,median,546000,8879.83871
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,11,8,median,406000,6505.376344
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,12,9,median,379000,6318.888889
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,1,10,p10,326800,5180.719086
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,2,11,p10,373400,6239.740143
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,3,12,p10,434200,7019.809307
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,4,1,p10,792400,12887.15054
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,5,2,p10,725000,12604.16666
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,6,3,p10,1678400,26584.62701
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,7,4,p10,1812000,29660.6129
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,8,5,p10,1448200,22944.86895
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,9,6,p10,712000,11965.55556
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,10,7,p10,479400,7796.693548
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,11,8,p10,361000,5722.291667
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,12,9,p10,323800,5430.362903
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,1,10,p90,642600,10450.88709
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,2,11,p90,1310000,22015.27778
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,3,12,p90,3271200,53200.96775
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,4,1,p90,3166000,51098.71472
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,5,2,p90,5259800,91441.92529
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,6,3,p90,3385200,54564.86055
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,7,4,p90,4731600,77574.66129
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,8,5,p90,3400800,54948.06787
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,9,6,p90,2303200,37722.50896
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,10,7,p90,746200,11834.49933
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,11,8,p90,480600,7571.953125
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,BN,12,9,p90,454000,7436.295699
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,1,10,mean,539769.2308,8688.000479
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,2,11,mean,999692.3077,16676.11525
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,3,12,mean,1889076.923,30489.69028
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,4,1,mean,3714153.846,59801.18028
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,5,2,mean,3957769.231,70212.94564
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,6,3,mean,4193923.077,67399.84298
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,7,4,mean,3213153.846,53449.84009
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,8,5,mean,3052076.923,49295.5839
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,9,6,mean,1461615.385,24389.74014
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,10,7,mean,653307.6923,10531.39895
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,11,8,mean,459846.1538,7413.157827
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,12,9,mean,450538.4615,7496.82072
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,1,10,stdev,193354.2319,3119.08857
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,2,11,stdev,950698.1982,15983.63934
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,3,12,stdev,1529637.183,24911.29242
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,4,1,stdev,2052493.031,33009.11463
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,5,2,stdev,1683021.398,28848.9383
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,6,3,stdev,1363670.321,21390.642
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,7,4,stdev,710318.4551,11804.26462
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,8,5,stdev,1064113.517,17610.32776
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,9,6,stdev,594358.1326,10115.73051
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,10,7,stdev,113653.9958,1890.804554
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,11,8,stdev,38748.86268,705.0671717
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,12,9,stdev,56864.77437,951.9891606
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,1,10,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,2,11,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,3,12,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,4,1,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,5,2,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,6,3,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,7,4,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,8,5,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,9,6,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,10,7,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,11,8,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,12,9,count,13,13
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,1,10,median,510000,8294.354839
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,2,11,median,663000,11142.08333
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,3,12,median,1444000,22750.52083
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,4,1,median,4023000,65427.82258
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,5,2,median,3837000,69088.83929
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,6,3,median,3708000,60304.83871
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,7,4,median,3345000,56214.58333
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,8,5,median,2906000,47261.55914
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,9,6,median,1292000,21012.36559
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,10,7,median,610000,9920.698925
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,11,8,median,466000,7529.973118
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,12,9,median,436000,7327.222222
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,1,10,p10,361400,5877.607527
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,2,11,p10,363200,6018.774193
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,3,12,p10,640000,10226.8582
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,4,1,p10,975000,15856.85484
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,5,2,p10,1897000,34157.29167
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,6,3,p10,2621800,42639.48925
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,7,4,p10,2183000,36686.52778
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,8,5,p10,2027400,32378.17288
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,9,6,p10,863200,14244.38889
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,10,7,p10,523000,8392.34207
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,11,8,p10,393400,6198.098958
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,12,9,p10,371600,6128.498208
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,1,10,p90,894600,14549.2742
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,2,11,p90,2940200,49310.86111
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,3,12,p90,5227000,85009.00538
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,4,1,p90,7191600,115539.1431
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,5,2,p90,6773000,117748.9943
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,6,3,p90,6420600,101157.8906
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,7,4,p90,4216400,69949.05914
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,8,5,p90,5118800,83249.30107
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,9,6,p90,2596400,43633.94445
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,10,7,p90,806400,13114.83871
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,11,8,p90,510200,8297.607527
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,AN,12,9,p90,531200,8873.333333
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,1,10,mean,650785.7143,10540.16177
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,2,11,mean,1420714.286,23796.31816
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,3,12,mean,3934321.429,63523.3301
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,4,1,mean,5231642.857,84737.464
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,5,2,mean,4981107.143,89277.85817
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,6,3,mean,4925392.857,79840.6073
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,7,4,mean,4338750,72641.10391
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,8,5,mean,3757285.714,60822.76396
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,9,6,mean,2211250,37014.79759
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,10,7,mean,967357.1429,15668.20982
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,11,8,mean,574535.7143,9304.466986
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,12,9,mean,510892.8571,8547.425595
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,1,10,stdev,522790.8977,8517.092936
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,2,11,stdev,1227727.526,20669.95448
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,3,12,stdev,2471461.392,39670.28646
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,4,1,stdev,3038555.044,49345.73951
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,5,2,stdev,2768667.38,49833.77119
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,6,3,stdev,2507347.061,40913.99471
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,7,4,stdev,1676432.491,28238.27099
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,8,5,stdev,1197198.918,19370.12643
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,9,6,stdev,881005.4284,14832.33136
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,10,7,stdev,322890.6723,5254.809443
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,11,8,stdev,84858.6983,1394.524166
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,12,9,stdev,61483.71617,1046.488118
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,1,10,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,2,11,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,3,12,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,4,1,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,5,2,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,6,3,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,7,4,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,8,5,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,9,6,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,10,7,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,11,8,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,12,9,count,28,28
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,1,10,median,523000,8387.361392
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,2,11,median,956000,15796.68011
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,3,12,median,3845500,62541.06183
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,4,1,median,4681500,74953.62484
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,5,2,median,4662500,82031.39368
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,6,3,median,4252500,68051.573
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,7,4,median,4473000,75171.25
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,8,5,median,3795500,60755.13273
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,9,6,median,2004000,33147.60305
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,10,7,median,925000,14811.42054
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,11,8,median,568000,9237.634409
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,12,9,median,508000,8503.611111
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,1,10,p10,366800,5965.430108
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,2,11,p10,543700,9108.827957
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,3,12,p10,1237600,20127.63441
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,4,1,p10,1984800,32279.67742
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,5,2,p10,2066000,37200.29762
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,6,3,p10,2255300,36678.93817
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,7,4,p10,2097200,34214.64741
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,8,5,p10,1990500,32372.37903
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,9,6,p10,1146300,19264.20833
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,10,7,p10,623600,9927.96665
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,11,8,p10,456800,7249.733703
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,12,9,p10,436100,7328.902778
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,1,10,p90,986400,16042.25807
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,2,11,p90,3840300,64538.375
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,3,12,p90,7916900,128273.6714
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,4,1,p90,10362400,168528.2796
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,5,2,p90,9722800,175068.2738
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,6,3,p90,8595000,139784.2742
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,7,4,p90,6514300,109476.4306
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,8,5,p90,5543200,90151.50538
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,9,6,p90,3615200,60755.44444
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,10,7,p90,1564600,25445.77957
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,11,8,p90,709300,11535.6586
Sacramento Watershed,DWR,UF1-UF11,Unimpaired,W,12,9,p90,586300,9853.097222
Upper San Joaquin,CDEC,SJF,65,C,1,10,mean,15009.95455,242.5441784
Upper San Joaquin,CDEC,SJF,65,C,2,11,mean,15173.59091,252.5103226
Upper San Joaquin,CDEC,SJF,65,C,3,12,mean,21078.81818,338.7200227
Upper San Joaquin,CDEC,SJF,65,C,4,1,mean,24534,394.6381679
Upper San Joaquin,CDEC,SJF,65,C,5,2,mean,37479.22727,666.3321403
Upper San Joaquin,CDEC,SJF,65,C,6,3,mean,72124.22727,1162.802316
Upper San Joaquin,CDEC,SJF,65,C,7,4,mean,138868.6818,2311.795311
Upper San Joaquin,CDEC,SJF,65,C,8,5,mean,206359.5,3324.100825
Upper San Joaquin,CDEC,SJF,65,C,9,6,mean,130183.7273,2170.815797
Upper San Joaquin,CDEC,SJF,65,C,10,7,mean,43580.63636,702.8342764
Upper San Joaquin,CDEC,SJF,65,C,11,8,mean,18501.09091,298.4483241
Upper San Joaquin,CDEC,SJF,65,C,12,9,mean,11114.13636,184.8819086
Upper San Joaquin,CDEC,SJF,65,C,1,10,stdev,10082.80026,164.321088
Upper San Joaquin,CDEC,SJF,65,C,2,11,stdev,7114.175411,118.1415613
Upper San Joaquin,CDEC,SJF,65,C,3,12,stdev,16758.90576,264.1406892
Upper San Joaquin,CDEC,SJF,65,C,4,1,stdev,14992.81171,238.1232613
Upper San Joaquin,CDEC,SJF,65,C,5,2,stdev,15774.44838,273.6085836
Upper San Joaquin,CDEC,SJF,65,C,6,3,stdev,31029.18043,501.5453169
Upper San Joaquin,CDEC,SJF,65,C,7,4,stdev,49295.8865,818.1293384
Upper San Joaquin,CDEC,SJF,65,C,8,5,stdev,66562.35008,1063.277875
Upper San Joaquin,CDEC,SJF,65,C,9,6,stdev,72033.55676,1205.530315
Upper San Joaquin,CDEC,SJF,65,C,10,7,stdev,25134.825,407.7011108
Upper San Joaquin,CDEC,SJF,65,C,11,8,stdev,11796.36334,191.8042274
Upper San Joaquin,CDEC,SJF,65,C,12,9,stdev,9187.068491,152.3184031
Upper San Joaquin,CDEC,SJF,65,C,1,10,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,2,11,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,3,12,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,4,1,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,5,2,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,6,3,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,7,4,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,8,5,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,9,6,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,10,7,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,11,8,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,12,9,count,22,22
Upper San Joaquin,CDEC,SJF,65,C,1,10,median,11481.5,186.5985887
Upper San Joaquin,CDEC,SJF,65,C,2,11,median,14025.5,231.9519042
Upper San Joaquin,CDEC,SJF,65,C,3,12,median,16717,271.8759409
Upper San Joaquin,CDEC,SJF,65,C,4,1,median,19200,312.2580645
Upper San Joaquin,CDEC,SJF,65,C,5,2,median,37415,662.019884
