huc8,source_author,source_gage,source_sensor,wy_type,wy_mo,cy_mo,stat,af,cfs
Upper San Joaquin,CDEC,SJF,65,C,6,3,median,76122,1218.486975
Upper San Joaquin,CDEC,SJF,65,C,7,4,median,143435.5,2394.252534
Upper San Joaquin,CDEC,SJF,65,C,8,5,median,206977,3359.485106
Upper San Joaquin,CDEC,SJF,65,C,9,6,median,121379,2039.841528
Upper San Joaquin,CDEC,SJF,65,C,10,7,median,35200,563.655284
Upper San Joaquin,CDEC,SJF,65,C,11,8,median,15629.5,250.0577726
Upper San Joaquin,CDEC,SJF,65,C,12,9,median,8271,135.9081542
Upper San Joaquin,CDEC,SJF,65,C,1,10,p10,5540,90.09946235
Upper San Joaquin,CDEC,SJF,65,C,2,11,p10,6936.2,116.5666944
Upper San Joaquin,CDEC,SJF,65,C,3,12,p10,8384,136.3526882
Upper San Joaquin,CDEC,SJF,65,C,4,1,p10,11692.1,190.1537769
Upper San Joaquin,CDEC,SJF,65,C,5,2,p10,16804,298.6231322
Upper San Joaquin,CDEC,SJF,65,C,6,3,p10,28124.3,448.2547867
Upper San Joaquin,CDEC,SJF,65,C,7,4,p10,64338,1067.964866
Upper San Joaquin,CDEC,SJF,65,C,8,5,p10,97015.2,1577.800968
Upper San Joaquin,CDEC,SJF,65,C,9,6,p10,57240.9,954.6953669
Upper San Joaquin,CDEC,SJF,65,C,10,7,p10,17439,277.9259409
Upper San Joaquin,CDEC,SJF,65,C,11,8,p10,9770,155.6207997
Upper San Joaquin,CDEC,SJF,65,C,12,9,p10,4682,78.68361111
Upper San Joaquin,CDEC,SJF,65,C,1,10,p90,26700,434.233871
Upper San Joaquin,CDEC,SJF,65,C,2,11,p90,26616.8,436.8288656
Upper San Joaquin,CDEC,SJF,65,C,3,12,p90,36060,581.687374
Upper San Joaquin,CDEC,SJF,65,C,4,1,p90,56492,897.954275
Upper San Joaquin,CDEC,SJF,65,C,5,2,p90,63713.8,1107.668075
Upper San Joaquin,CDEC,SJF,65,C,6,3,p90,115079.8,1871.593521
Upper San Joaquin,CDEC,SJF,65,C,7,4,p90,203153.1,3334.835625
Upper San Joaquin,CDEC,SJF,65,C,8,5,p90,299242.4,4866.711075
Upper San Joaquin,CDEC,SJF,65,C,9,6,p90,239383.5,3985.640793
Upper San Joaquin,CDEC,SJF,65,C,10,7,p90,93960,1528.112904
Upper San Joaquin,CDEC,SJF,65,C,11,8,p90,24908,405.0897849
Upper San Joaquin,CDEC,SJF,65,C,12,9,p90,30521,499.526707
Upper San Joaquin,CDEC,SJF,65,D,1,10,mean,21883.88889,353.4491249
Upper San Joaquin,CDEC,SJF,65,D,2,11,mean,26594.94444,444.0793364
Upper San Joaquin,CDEC,SJF,65,D,3,12,mean,36125.05556,584.6804401
Upper San Joaquin,CDEC,SJF,65,D,4,1,mean,39538.77778,633.3343587
Upper San Joaquin,CDEC,SJF,65,D,5,2,mean,54166.83333,960.446641
Upper San Joaquin,CDEC,SJF,65,D,6,3,mean,102830.2778,1647.01523
Upper San Joaquin,CDEC,SJF,65,D,7,4,mean,200158.3333,3319.726919
Upper San Joaquin,CDEC,SJF,65,D,8,5,mean,289173.1667,4643.172554
Upper San Joaquin,CDEC,SJF,65,D,9,6,mean,189856.0556,3148.819539
Upper San Joaquin,CDEC,SJF,65,D,10,7,mean,57475.88889,922.0531255
Upper San Joaquin,CDEC,SJF,65,D,11,8,mean,22157.88889,354.6654948
Upper San Joaquin,CDEC,SJF,65,D,12,9,mean,15571.44444,257.7715019
Upper San Joaquin,CDEC,SJF,65,D,1,10,stdev,11956.46482,194.0933476
Upper San Joaquin,CDEC,SJF,65,D,2,11,stdev,16560.27249,277.0632244
Upper San Joaquin,CDEC,SJF,65,D,3,12,stdev,17996.82875,293.8026006
Upper San Joaquin,CDEC,SJF,65,D,4,1,stdev,12196.57511,193.7127917
Upper San Joaquin,CDEC,SJF,65,D,5,2,stdev,17272.50878,305.7679297
Upper San Joaquin,CDEC,SJF,65,D,6,3,stdev,38625.56,605.4455022
Upper San Joaquin,CDEC,SJF,65,D,7,4,stdev,55344.40286,938.4982637
Upper San Joaquin,CDEC,SJF,65,D,8,5,stdev,64905.01144,1077.970642
Upper San Joaquin,CDEC,SJF,65,D,9,6,stdev,86368.87516,1448.986233
Upper San Joaquin,CDEC,SJF,65,D,10,7,stdev,25862.39176,415.0870568
Upper San Joaquin,CDEC,SJF,65,D,11,8,stdev,14064.93007,221.4491334
Upper San Joaquin,CDEC,SJF,65,D,12,9,stdev,12594.84198,206.9969413
Upper San Joaquin,CDEC,SJF,65,D,1,10,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,2,11,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,3,12,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,4,1,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,5,2,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,6,3,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,7,4,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,8,5,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,9,6,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,10,7,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,11,8,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,12,9,count,18,18
Upper San Joaquin,CDEC,SJF,65,D,1,10,median,19666,314.8734291
Upper San Joaquin,CDEC,SJF,65,D,2,11,median,20710,348.0430556
Upper San Joaquin,CDEC,SJF,65,D,3,12,median,33969,552.4528226
Upper San Joaquin,CDEC,SJF,65,D,4,1,median,38082.5,609.3746115
Upper San Joaquin,CDEC,SJF,65,D,5,2,median,56262,1007.76211
Upper San Joaquin,CDEC,SJF,65,D,6,3,median,95369,1551.028092
Upper San Joaquin,CDEC,SJF,65,D,7,4,median,202953,3353.383266
Upper San Joaquin,CDEC,SJF,65,D,8,5,median,291080.5,4586.03392
Upper San Joaquin,CDEC,SJF,65,D,9,6,median,170983.5,2826.586022
Upper San Joaquin,CDEC,SJF,65,D,10,7,median,49378,803.0561828
Upper San Joaquin,CDEC,SJF,65,D,11,8,median,17960,292.0913979
Upper San Joaquin,CDEC,SJF,65,D,12,9,median,11000,181.9879032
Upper San Joaquin,CDEC,SJF,65,D,1,10,p10,7998,130.075
Upper San Joaquin,CDEC,SJF,65,D,2,11,p10,13041.8,218.6922124
Upper San Joaquin,CDEC,SJF,65,D,3,12,p10,14600,236.7042171
Upper San Joaquin,CDEC,SJF,65,D,4,1,p10,25285.8,411.2341129
Upper San Joaquin,CDEC,SJF,65,D,5,2,p10,30270,538.8374384
Upper San Joaquin,CDEC,SJF,65,D,6,3,p10,53125.1,836.9970183
Upper San Joaquin,CDEC,SJF,65,D,7,4,p10,126250,2053.259409
Upper San Joaquin,CDEC,SJF,65,D,8,5,p10,208770,3395.318549
Upper San Joaquin,CDEC,SJF,65,D,9,6,p10,106957.1,1793.306196
Upper San Joaquin,CDEC,SJF,65,D,10,7,p10,31859,501.9451823
Upper San Joaquin,CDEC,SJF,65,D,11,8,p10,12349.5,199.5018502
Upper San Joaquin,CDEC,SJF,65,D,12,9,p10,6166.2,100.283629
Upper San Joaquin,CDEC,SJF,65,D,1,10,p90,41119.2,668.7396775
Upper San Joaquin,CDEC,SJF,65,D,2,11,p90,64360,1081.605555
Upper San Joaquin,CDEC,SJF,65,D,3,12,p90,60920.9,990.7834543
Upper San Joaquin,CDEC,SJF,65,D,4,1,p90,62685.1,990.8539461
Upper San Joaquin,CDEC,SJF,65,D,5,2,p90,81846.2,1428.445482
Upper San Joaquin,CDEC,SJF,65,D,6,3,p90,184839.9,2912.191132
Upper San Joaquin,CDEC,SJF,65,D,7,4,p90,263039,4420.516528
Upper San Joaquin,CDEC,SJF,65,D,8,5,p90,385051.3,6262.259046
Upper San Joaquin,CDEC,SJF,65,D,9,6,p90,354390,5955.720833
Upper San Joaquin,CDEC,SJF,65,D,10,7,p90,118910,1880.755125
Upper San Joaquin,CDEC,SJF,65,D,11,8,p90,33960,548.5861896
Upper San Joaquin,CDEC,SJF,65,D,12,9,p90,42000,703.4100807
Upper San Joaquin,CDEC,SJF,65,BN,1,10,mean,19243.52632,310.9963104
Upper San Joaquin,CDEC,SJF,65,BN,2,11,mean,31101.05263,519.3080728
Upper San Joaquin,CDEC,SJF,65,BN,3,12,mean,29650,478.692822
Upper San Joaquin,CDEC,SJF,65,BN,4,1,mean,39361.42105,636.5918409
Upper San Joaquin,CDEC,SJF,65,BN,5,2,mean,59900.05263,1072.822387
Upper San Joaquin,CDEC,SJF,65,BN,6,3,mean,109241,1764.126673
Upper San Joaquin,CDEC,SJF,65,BN,7,4,mean,216501.1053,3617.113392
Upper San Joaquin,CDEC,SJF,65,BN,8,5,mean,378398.3684,6103.543848
Upper San Joaquin,CDEC,SJF,65,BN,9,6,mean,306956.0526,5114.396061
Upper San Joaquin,CDEC,SJF,65,BN,10,7,mean,103421.7368,1668.982548
Upper San Joaquin,CDEC,SJF,65,BN,11,8,mean,30594.57895,493.8576781
Upper San Joaquin,CDEC,SJF,65,BN,12,9,mean,14526.26316,242.1674564
Upper San Joaquin,CDEC,SJF,65,BN,1,10,stdev,20152.56048,327.9546344
Upper San Joaquin,CDEC,SJF,65,BN,2,11,stdev,23934.86116,402.5665619
Upper San Joaquin,CDEC,SJF,65,BN,3,12,stdev,16891.46047,274.7831777
Upper San Joaquin,CDEC,SJF,65,BN,4,1,stdev,21865.80678,357.6495663
Upper San Joaquin,CDEC,SJF,65,BN,5,2,stdev,37244.85325,673.8396104
Upper San Joaquin,CDEC,SJF,65,BN,6,3,stdev,38496.07503,626.4356203
Upper San Joaquin,CDEC,SJF,65,BN,7,4,stdev,77291.68746,1316.153177
Upper San Joaquin,CDEC,SJF,65,BN,8,5,stdev,73741.07818,1195.092461
Upper San Joaquin,CDEC,SJF,65,BN,9,6,stdev,110859.7874,1855.934418
Upper San Joaquin,CDEC,SJF,65,BN,10,7,stdev,42242.2122,686.0506826
Upper San Joaquin,CDEC,SJF,65,BN,11,8,stdev,10613.32695,172.9843741
Upper San Joaquin,CDEC,SJF,65,BN,12,9,stdev,7022.731424,117.9280515
Upper San Joaquin,CDEC,SJF,65,BN,1,10,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,2,11,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,3,12,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,4,1,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,5,2,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,6,3,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,7,4,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,8,5,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,9,6,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,10,7,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,11,8,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,12,9,count,19,19
Upper San Joaquin,CDEC,SJF,65,BN,1,10,median,12700,206.5456989
Upper San Joaquin,CDEC,SJF,65,BN,2,11,median,21700,352.9166667
Upper San Joaquin,CDEC,SJF,65,BN,3,12,median,25232,410.0450521
Upper San Joaquin,CDEC,SJF,65,BN,4,1,median,31200,491.5625
Upper San Joaquin,CDEC,SJF,65,BN,5,2,median,55600,1001.130952
Upper San Joaquin,CDEC,SJF,65,BN,6,3,median,109386,1758.28125
Upper San Joaquin,CDEC,SJF,65,BN,7,4,median,197200,3314.055556
Upper San Joaquin,CDEC,SJF,65,BN,8,5,median,390600,6163.844086
Upper San Joaquin,CDEC,SJF,65,BN,9,6,median,313300,5265.180556
Upper San Joaquin,CDEC,SJF,65,BN,10,7,median,96420,1568.120968
Upper San Joaquin,CDEC,SJF,65,BN,11,8,median,28800,468.3870968
Upper San Joaquin,CDEC,SJF,65,BN,12,9,median,13800,224.4354839
Upper San Joaquin,CDEC,SJF,65,BN,1,10,p10,9400,151.25
Upper San Joaquin,CDEC,SJF,65,BN,2,11,p10,10300,173.0972222
Upper San Joaquin,CDEC,SJF,65,BN,3,12,p10,14600,230.0260417
Upper San Joaquin,CDEC,SJF,65,BN,4,1,p10,16200,263.4677419
Upper San Joaquin,CDEC,SJF,65,BN,5,2,p10,25600,445.0574713
Upper San Joaquin,CDEC,SJF,65,BN,6,3,p10,58200,916.953125
Upper San Joaquin,CDEC,SJF,65,BN,7,4,p10,140800,2289.892473
Upper San Joaquin,CDEC,SJF,65,BN,8,5,p10,261100,4113.684896
Upper San Joaquin,CDEC,SJF,65,BN,9,6,p10,150400,2527.555556
Upper San Joaquin,CDEC,SJF,65,BN,10,7,p10,50600,822.9301075
Upper San Joaquin,CDEC,SJF,65,BN,11,8,p10,18900,307.3790323
Upper San Joaquin,CDEC,SJF,65,BN,12,9,p10,7466,125.4702778
Upper San Joaquin,CDEC,SJF,65,BN,1,10,p90,29300,476.5188172
Upper San Joaquin,CDEC,SJF,65,BN,2,11,p90,68600,1152.861111
Upper San Joaquin,CDEC,SJF,65,BN,3,12,p90,65900,1071.760753
Upper San Joaquin,CDEC,SJF,65,BN,4,1,p90,74900,1218.13172
Upper San Joaquin,CDEC,SJF,65,BN,5,2,p90,90100,1622.33631
Upper San Joaquin,CDEC,SJF,65,BN,6,3,p90,157500,2561.491935
Upper San Joaquin,CDEC,SJF,65,BN,7,4,p90,380433,6393.387917
Upper San Joaquin,CDEC,SJF,65,BN,8,5,p90,481600,7832.473118
Upper San Joaquin,CDEC,SJF,65,BN,9,6,p90,505300,8491.847222
Upper San Joaquin,CDEC,SJF,65,BN,10,7,p90,171600,2790.806452
Upper San Joaquin,CDEC,SJF,65,BN,11,8,p90,51800,842.4462366
Upper San Joaquin,CDEC,SJF,65,BN,12,9,p90,21500,361.3194444
Upper San Joaquin,CDEC,SJF,65,AN,1,10,mean,30799.54545,496.2608787
Upper San Joaquin,CDEC,SJF,65,AN,2,11,mean,48023.68182,802.7523768
Upper San Joaquin,CDEC,SJF,65,AN,3,12,mean,72737.86364,1178.895153
Upper San Joaquin,CDEC,SJF,65,AN,4,1,mean,82030.77273,1323.992513
Upper San Joaquin,CDEC,SJF,65,AN,5,2,mean,114872.8182,2046.787267
Upper San Joaquin,CDEC,SJF,65,AN,6,3,mean,140289.7727,2261.796686
Upper San Joaquin,CDEC,SJF,65,AN,7,4,mean,250688.5455,4179.464243
Upper San Joaquin,CDEC,SJF,65,AN,8,5,mean,480955.6818,7762.416799
Upper San Joaquin,CDEC,SJF,65,AN,9,6,mean,407015.4545,6794.011662
Upper San Joaquin,CDEC,SJF,65,AN,10,7,mean,151888.5,2453.156998
Upper San Joaquin,CDEC,SJF,65,AN,11,8,mean,44817.13636,723.8126134
Upper San Joaquin,CDEC,SJF,65,AN,12,9,mean,20125.09091,336.1555891
Upper San Joaquin,CDEC,SJF,65,AN,1,10,stdev,29148.49011,461.4151911
Upper San Joaquin,CDEC,SJF,65,AN,2,11,stdev,53208.62483,894.4179966
Upper San Joaquin,CDEC,SJF,65,AN,3,12,stdev,76916.13705,1252.456394
Upper San Joaquin,CDEC,SJF,65,AN,4,1,stdev,40049.92672,646.0010801
Upper San Joaquin,CDEC,SJF,65,AN,5,2,stdev,52997.31385,936.2701562
Upper San Joaquin,CDEC,SJF,65,AN,6,3,stdev,33051.59677,517.5702766
Upper San Joaquin,CDEC,SJF,65,AN,7,4,stdev,60111.57157,994.565366
Upper San Joaquin,CDEC,SJF,65,AN,8,5,stdev,83830.134,1340.926007
Upper San Joaquin,CDEC,SJF,65,AN,9,6,stdev,115494.711,1947.421219
Upper San Joaquin,CDEC,SJF,65,AN,10,7,stdev,53823.86624,870.9425846
Upper San Joaquin,CDEC,SJF,65,AN,11,8,stdev,13139.5297,212.1527761
Upper San Joaquin,CDEC,SJF,65,AN,12,9,stdev,9742.363192,163.1957637
Upper San Joaquin,CDEC,SJF,65,AN,1,10,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,2,11,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,3,12,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,4,1,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,5,2,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,6,3,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,7,4,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,8,5,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,9,6,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,10,7,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,11,8,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,12,9,count,22,22
Upper San Joaquin,CDEC,SJF,65,AN,1,10,median,23150,376.4986559
Upper San Joaquin,CDEC,SJF,65,AN,2,11,median,34400,559.4623656
Upper San Joaquin,CDEC,SJF,65,AN,3,12,median,46950,751.6759073
Upper San Joaquin,CDEC,SJF,65,AN,4,1,median,71786.5,1167.495497
Upper San Joaquin,CDEC,SJF,65,AN,5,2,median,102669.5,1844.564222
Upper San Joaquin,CDEC,SJF,65,AN,6,3,median,139342.5,2266.188508
Upper San Joaquin,CDEC,SJF,65,AN,7,4,median,240700,3980.558468
Upper San Joaquin,CDEC,SJF,65,AN,8,5,median,484215,7749.046749
Upper San Joaquin,CDEC,SJF,65,AN,9,6,median,398500,6598.647178
Upper San Joaquin,CDEC,SJF,65,AN,10,7,median,135600,2205.322581
Upper San Joaquin,CDEC,SJF,65,AN,11,8,median,42950,696.8071237
Upper San Joaquin,CDEC,SJF,65,AN,12,9,median,17376,292.0133333
Upper San Joaquin,CDEC,SJF,65,AN,1,10,p10,7645.1,124.3356317
Upper San Joaquin,CDEC,SJF,65,AN,2,11,p10,11162.6,187.5936944
Upper San Joaquin,CDEC,SJF,65,AN,3,12,p10,12696.9,206.4952822
Upper San Joaquin,CDEC,SJF,65,AN,4,1,p10,39140,622.9253613
Upper San Joaquin,CDEC,SJF,65,AN,5,2,p10,55450,998.4300595
Upper San Joaquin,CDEC,SJF,65,AN,6,3,p10,97870,1591.702957
Upper San Joaquin,CDEC,SJF,65,AN,7,4,p10,184982,3108.725278
Upper San Joaquin,CDEC,SJF,65,AN,8,5,p10,370200,6020.725806
Upper San Joaquin,CDEC,SJF,65,AN,9,6,p10,269712,4431.657527
Upper San Joaquin,CDEC,SJF,65,AN,10,7,p10,97080,1544.488155
Upper San Joaquin,CDEC,SJF,65,AN,11,8,p10,31700,515.5510753
Upper San Joaquin,CDEC,SJF,65,AN,12,9,p10,10930,179.5483871
Upper San Joaquin,CDEC,SJF,65,AN,1,10,p90,57528,935.6032258
Upper San Joaquin,CDEC,SJF,65,AN,2,11,p90,123819,2080.847083
Upper San Joaquin,CDEC,SJF,65,AN,3,12,p90,224655,3653.663306
Upper San Joaquin,CDEC,SJF,65,AN,4,1,p90,151810,2448.506763
Upper San Joaquin,CDEC,SJF,65,AN,5,2,p90,204230,3640.865661
Upper San Joaquin,CDEC,SJF,65,AN,6,3,p90,187750,3053.461021
Upper San Joaquin,CDEC,SJF,65,AN,7,4,p90,354200,5895.833423
Upper San Joaquin,CDEC,SJF,65,AN,8,5,p90,587167,9505.444489
Upper San Joaquin,CDEC,SJF,65,AN,9,6,p90,536280,8806.19785
Upper San Joaquin,CDEC,SJF,65,AN,10,7,p90,242117.3,3937.66039
Upper San Joaquin,CDEC,SJF,65,AN,11,8,p90,69728,1123.731595
Upper San Joaquin,CDEC,SJF,65,AN,12,9,p90,34683,569.1716397
Upper San Joaquin,CDEC,SJF,65,W,1,10,mean,24489.4359,394.5497591
Upper San Joaquin,CDEC,SJF,65,W,2,11,mean,34870.48718,579.6686066
Upper San Joaquin,CDEC,SJF,65,W,3,12,mean,86712.76923,1398.494726
Upper San Joaquin,CDEC,SJF,65,W,4,1,mean,172139.1026,2786.473704
Upper San Joaquin,CDEC,SJF,65,W,5,2,mean,172106.3077,3084.022955
Upper San Joaquin,CDEC,SJF,65,W,6,3,mean,243703.6154,3946.800464
Upper San Joaquin,CDEC,SJF,65,W,7,4,mean,343406.8974,5743.041677
Upper San Joaquin,CDEC,SJF,65,W,8,5,mean,649073.6667,10506.50202
Upper San Joaquin,CDEC,SJF,65,W,9,6,mean,683182.4359,11433.91315
Upper San Joaquin,CDEC,SJF,65,W,10,7,mean,372966.7692,6043.35757
Upper San Joaquin,CDEC,SJF,65,W,11,8,mean,109488.6923,1773.854863
Upper San Joaquin,CDEC,SJF,65,W,12,9,mean,43314.51282,724.9865513
Upper San Joaquin,CDEC,SJF,65,W,1,10,stdev,22075.94855,356.4903378
Upper San Joaquin,CDEC,SJF,65,W,2,11,stdev,29880.46937,495.5408657
Upper San Joaquin,CDEC,SJF,65,W,3,12,stdev,88279.39102,1429.726676
Upper San Joaquin,CDEC,SJF,65,W,4,1,stdev,138227.6822,2242.200726
Upper San Joaquin,CDEC,SJF,65,W,5,2,stdev,99439.25976,1787.120689
Upper San Joaquin,CDEC,SJF,65,W,6,3,stdev,96765.19518,1576.470054
Upper San Joaquin,CDEC,SJF,65,W,7,4,stdev,99664.55936,1672.814033
Upper San Joaquin,CDEC,SJF,65,W,8,5,stdev,148910.7209,2423.793651
Upper San Joaquin,CDEC,SJF,65,W,9,6,stdev,187967.4598,3187.621336
Upper San Joaquin,CDEC,SJF,65,W,10,7,stdev,186849.3214,3046.637369
Upper San Joaquin,CDEC,SJF,65,W,11,8,stdev,58637.28931,956.0018616
Upper San Joaquin,CDEC,SJF,65,W,12,9,stdev,32763.06162,551.0477258
Upper San Joaquin,CDEC,SJF,65,W,1,10,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,2,11,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,3,12,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,4,1,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,5,2,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,6,3,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,7,4,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,8,5,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,9,6,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,10,7,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,11,8,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,12,9,count,39,39
Upper San Joaquin,CDEC,SJF,65,W,1,10,median,18500,300.8736559
Upper San Joaquin,CDEC,SJF,65,W,2,11,median,23100,388.2083333
Upper San Joaquin,CDEC,SJF,65,W,3,12,median,52300,823.9973958
Upper San Joaquin,CDEC,SJF,65,W,4,1,median,152789,2484.874866
Upper San Joaquin,CDEC,SJF,65,W,5,2,median,140800,2447.816092
Upper San Joaquin,CDEC,SJF,65,W,6,3,median,226800,3688.548387
Upper San Joaquin,CDEC,SJF,65,W,7,4,median,333373,5552.320278
Upper San Joaquin,CDEC,SJF,65,W,8,5,median,633812,10307.96398
Upper San Joaquin,CDEC,SJF,65,W,9,6,median,640800,10458.09722
Upper San Joaquin,CDEC,SJF,65,W,10,7,median,330900,5295.978091
Upper San Joaquin,CDEC,SJF,65,W,11,8,median,88200,1395.403226
Upper San Joaquin,CDEC,SJF,65,W,12,9,median,34400,559.4623656
Upper San Joaquin,CDEC,SJF,65,W,1,10,p10,9800,159.1276042
Upper San Joaquin,CDEC,SJF,65,W,2,11,p10,12300,204.9193548
Upper San Joaquin,CDEC,SJF,65,W,3,12,p10,23700,385.4435484
Upper San Joaquin,CDEC,SJF,65,W,4,1,p10,36500,593.6155914
Upper San Joaquin,CDEC,SJF,65,W,5,2,p10,76000,1368.452381
Upper San Joaquin,CDEC,SJF,65,W,6,3,p10,128400,2088.225806
Upper San Joaquin,CDEC,SJF,65,W,7,4,p10,238400,4006.444444
Upper San Joaquin,CDEC,SJF,65,W,8,5,p10,445675,7248.209005
Upper San Joaquin,CDEC,SJF,65,W,9,6,p10,456800,7676.777778
Upper San Joaquin,CDEC,SJF,65,W,10,7,p10,161700,2629.798387
Upper San Joaquin,CDEC,SJF,65,W,11,8,p10,49900,811.5456989
Upper San Joaquin,CDEC,SJF,65,W,12,9,p10,17465,293.5090278
Upper San Joaquin,CDEC,SJF,65,W,1,10,p90,57700,909.0755208
Upper San Joaquin,CDEC,SJF,65,W,2,11,p90,87600,1472.166667
Upper San Joaquin,CDEC,SJF,65,W,3,12,p90,212542,3446.223118
Upper San Joaquin,CDEC,SJF,65,W,4,1,p90,326840,5149.432292
Upper San Joaquin,CDEC,SJF,65,W,5,2,p90,276800,4910.757184
Upper San Joaquin,CDEC,SJF,65,W,6,3,p90,426200,6931.478495
Upper San Joaquin,CDEC,SJF,65,W,7,4,p90,497000,8352.361111
Upper San Joaquin,CDEC,SJF,65,W,8,5,p90,826804,13446.67796
Upper San Joaquin,CDEC,SJF,65,W,9,6,p90,912700,15338.43056
Upper San Joaquin,CDEC,SJF,65,W,10,7,p90,686030,11157.20833
Upper San Joaquin,CDEC,SJF,65,W,11,8,p90,171100,2782.674731
Upper San Joaquin,CDEC,SJF,65,W,12,9,p90,73300,1231.847222
Fresno River,DWR,UF21,Unimpaired,C,1,10,mean,250,4.065860215
Fresno River,DWR,UF21,Unimpaired,C,2,11,mean,550,9.161738353
Fresno River,DWR,UF21,Unimpaired,C,3,12,mean,1200,19.26201277
Fresno River,DWR,UF21,Unimpaired,C,4,1,mean,1700,27.31749832
Fresno River,DWR,UF21,Unimpaired,C,5,2,mean,3200,56.62561576
Fresno River,DWR,UF21,Unimpaired,C,6,3,mean,4650,74.96429771
Fresno River,DWR,UF21,Unimpaired,C,7,4,mean,3000,49.76612903
Fresno River,DWR,UF21,Unimpaired,C,8,5,mean,2150,34.58522345
Fresno River,DWR,UF21,Unimpaired,C,9,6,mean,1200,20.03113799
Fresno River,DWR,UF21,Unimpaired,C,10,7,mean,400,6.429141465
Fresno River,DWR,UF21,Unimpaired,C,11,8,mean,300,4.853620632
Fresno River,DWR,UF21,Unimpaired,C,12,9,mean,0,0
Fresno River,DWR,UF21,Unimpaired,C,1,10,stdev,550.1196042,8.946837649
Fresno River,DWR,UF21,Unimpaired,C,2,11,stdev,510.4177855,8.504373842
Fresno River,DWR,UF21,Unimpaired,C,3,12,stdev,1105.012503,17.49095755
Fresno River,DWR,UF21,Unimpaired,C,4,1,stdev,1301.820588,20.62531461
Fresno River,DWR,UF21,Unimpaired,C,5,2,stdev,2820.974076,49.00148971
Fresno River,DWR,UF21,Unimpaired,C,6,3,stdev,3801.315562,61.83827961
Fresno River,DWR,UF21,Unimpaired,C,7,4,stdev,1716.790151,28.33532386
Fresno River,DWR,UF21,Unimpaired,C,8,5,stdev,1598.519051,25.69226611
Fresno River,DWR,UF21,Unimpaired,C,9,6,stdev,1151.657844,19.33175947
Fresno River,DWR,UF21,Unimpaired,C,10,7,stdev,680.5570474,10.99879933
Fresno River,DWR,UF21,Unimpaired,C,11,8,stdev,571.2405706,9.258198316
Fresno River,DWR,UF21,Unimpaired,C,12,9,stdev,0,0
Fresno River,DWR,UF21,Unimpaired,C,1,10,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,2,11,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,3,12,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,4,1,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,5,2,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,6,3,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,7,4,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,8,5,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,9,6,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,10,7,count,20,20
Fresno River,DWR,UF21,Unimpaired,C,11,8,count,20,20
